20;̈ÁUÀ®PÉÆÃmÉ;658877;81126;28832;24810;53642;2035;3429;274;5738;44115;22268;66383;451988;98307;550295;189;2026;2026;53;140;140;11636;6277;4929;32349;129268;117497;19;320;320;115812;107906;253843;232818;32;110614;15898;44300;Null;20118;Null;190962;4547;886;4;21067;Null;890;133071;55;160520;351482;6688;34523;26333;29231;1109;Null;492;Null;1894;2419;132;61610;1807;105380;Null;85;97067;20308;251699;Null;41629;Null;410788;2171;423;184;3383;34;254;39620;69;46138;456926;25444;21512;360;Null;88;405;2580;20;50409;13367;10234431;Null;6246;Null;Null;Null;Null;Null;29527;3999;7967;Null;3458;42107;7664;14148;4173;Null;19268;14252;701;858;422324;27202;10768;12418;3576;966;971;3892;Null;1886;Null;1973;372;353;308;155;778;357;454;406;392;1402;994;547;426;Null;241;1084;494;274;719;3501;115;Null;Null;Null;Null;163;Null;45558;23326;15928;84812;Null;3391.80;826.20;Null;5678.15;400.25;13310.00;Null;596.21;17.30;534.35;Null;14970.20;381.68;2611.45;42717.585;251.20;73.091;136;78;1;302;381;328.910;1;9;35;62;106;52;18;828;898;Null;Null
21;zsÁgÀaÁqÀ;427329;35235;24059;3985;28044;2669;3571;184;6424;8068;6979;15047;342579;176758;519337;86;26655;15779;1245;Null;Null;1113;Null;Null;9417;26779;20816;Null;Null;Null;Null;Null;53434;36595;23909;48420;Null;30900;27;32835;135;136226;1002;1002;1093;39816;89;303;91455;199;134959;271185;14835;39532;36152;2988;12622;Null;4;17;39628;14;15;91440;66888;8712;Null;33989;42214;5;90634;12;32631;109;199594;1714;735;246;6919;129;82;39149;21;48995;248589;21178;1452;3705;Null;186;21;34517;80;61142;172449;641187;Null;2673;28;Null;Null;11;Null;10874;107430;45;Null;20268;Null;12358;Null;1319;17765;15388;9054;606;96;273334;6245;1048;16130;1730;1080;1011;2841;1174;1185;367;1685;1121;428;282;236;754;219;814;317;597;1239;821;477;724;Null;345;1136;563;274;940;1868;78;Null;1986;Null;Null;163;Null;20740;13288;3353;37381;702.50;471.30;3.00;Null;2471.35;Null;9085.37;1.50;90.40;77.97;530.66;0.80;1497.90;8.66;14701.45;29642.86;503.70;220.176;168;79;55;690;824;982.428;2;13;Null;34;47;3;6;285;294;Null;Null
22;UÀzÀUÀ;465715;32614;10481;11628;22109;1010;2592;258;3860;11407;4534;15941;391191;106705;497896;105;32733;30537;30;184;184;3772;373;373;12321;47444;41664;12;Null;Null;14271;12018;95005;84776;1706;55004;1089;34163;1;16041;102;108106;1651;952;6;80133;6;607;110162;57;193574;301680;3097;29136;41174;39748;2387;Null;381;230;2;104;36;84062;48846;7586;2;7258;61281;911;138476;11;19388;23;227348;710;656;6;8993;9;331;55175;17;65897;293245;31332;18822;2104;2;232;37;Null;87;52621;310366;197192;3;1538;10;Null;Null;Null;Null;17073;10392;1236;Null;2562;917;7436;753;5386;Null;8840;2370;232;381;103824;20040;927;3352;3738;1025;396;2633;1174;1218;245;1714;485;556;308;165;861;336;683;251;474;1079;759;471;1036;645;345;Null;668;274;626;3328;111;735;1986;Null;Null;Null;Null;13475;7479;2327;23280;Null;194.00;526.00;Null;4111.00;64.00;21275.00;4.00;423.40;Null;1499.00;Null;5999.00;649.00;Null;34744.4;106.62;40.633;55;11;7;113;131;180.935;1;25;13;104;142;32;14;324;370;Null;Null
23;oÁaÉÃj;485156;47454;33357;5793;39150;2989;12209;2290;17488;12637;6519;19156;361908;70256;432164;47;5134;5134;1904;9698;9698;156;20;20;54336;82785;63016;10529;753;753;23240;20045;121630;98666;44968;35186;Null;170696;154;983;1143;253130;1739;4275;140;2616;377;958;1991;10;12106;265236;12019;29969;17789;3803;910;12;114;125;7450;34;169;30406;84424;14826;Null;125422;36545;Null;413487;199;546;1475;577674;956;2348;72;826;288;453;588;3;5534;583208;18309;5289;753;8;101;25;4017;49;28551;213329;1094149;Null;11432;4550;Null;158;6;Null;107571;31027;2189;Null;11323;Null;19421;555;14386;Null;210639;37763;4430;2717;106507;90419;9188;47365;2859;1207;Null;2937;931;907;1276;2663;714;590;287;322;808;409;660;291;527;2564;1095;1210;1176;645;345;843;757;274;1062;2118;111;Null;1986;Null;762;163;Null;37909;21536;5556;65001;5410.80;53.00;1093.13;Null;11325.60;0.00;1544.80;0.00;644.90;Null;348.05;287.60;3616.00;7.12;8732.20;33063.2;325.49;147.638;94;43;15;337;395;662.604;1;32;115;11;158;39;147;825;1011;Null;Null
24;GvgÀÛ À PÀ£ÀßqÀ;1024679;813595;34665;16140;50805;6450;16625;4806;27881;7027;14350;21377;111021;11032;122053;20;Null;Null;2371;6032;6020;20640;10616;10395;6377;9230;8460;16;676;676;14691;13640;41245;39191;66147;Null;Null;4576;5;Null;Null;70728;13;289;384;451;29;294;7;6;1473;72201;6347;976;1950;7;Null;Null;8;Null;6;Null;6;1977;960;6519;Null;152981;Null;Null;24088;11;Null;Null;177080;3;222;166;143;45;97;12;3;691;177771;3825;40;Null;Null;Null;Null;3;Null;3868;3555;483525;Null;65433;47311;42;5824;1201;767;99265;47566;175;31258;199;Null;1487;5;1300;Null;112;240;1301;Null;1470;339;85;998;2350;Null;Null;4029;1287;Null;Null;2492;701;499;483;258;736;346;703;343;404;2442;1915;859;Null;Null;Null;764;Null;Null;1888;331;82;Null;2668;80;762;359;1.08;8646;3819;2851;15316;7883.84;Null;Null;Null;1469.20;Null;Null;Null;Null;Null;Null;27.25;569.40;Null;Null;9949.69;1088.93;750.181;179;39;104;919;1062;3303.626;1;8;Null;55;63;6;Null;198;204;Null;Null
25;§1⁄4Áîj;813196;97017;110291;53477;163768;24839;5472;3606;33917;57837;19986;77823;440671;111552;552223;456;113074;77607;149;2728;2221;7659;4048;3037;22137;93054;75198;3597;38313;32882;9659;8571;260876;199516;93665;50228;14157;99739;3132;113;5754;266788;2945;2583;1227;298;11;3615;75355;58;86092;352880;15160;18259;49762;18798;144;27;3143;129;Null;3;48;72054;68048;9870;372;412231;67926;11636;208090;2670;223;681;703457;1171;904;36;24;66;1027;34338;24;37590;741047;45877;12626;36;39;551;Null;Null;34;59163;257823;349456;67;4665;2;Null;Null;19;Null;128797;13578;7837;Null;2086;9607;27344;36077;40813;Null;38346;16706;764;2004;191258;52532;11535;23169;3654;1807;787;2493;891;893;392;2773;359;542;308;324;902;528;537;251;528;2282;881;511;321;645;Null;Null;464;274;756;3296;108;735;1986;Null;Null;163;Null;69683;39677;13969;123329;6804.25;22.00;245.94;255.60;5718.01;1792.08;8365.00;Null;1596.03;Null;38.60;Null;7175.75;90.04;Null;32103.3;193.74;28.061;226;19;8;377;404;80.201;1;5;50;116;171;60;108;628;796;Null;Null
26;©ÃzÀgï;541765;27707;22768;19127;41895;19382;13964;10933;44279;63605;42744;106349;321535;76173;397708;180;Null;Null;131;Null;Null;11725;19557;17376;15380;25280;19908;2153;Null;Null;404;318;45241;37602;1548;50782;5348;1382;Null;3839;Null;62899;67453;85;25483;29954;619;Null;47060;466;171120;234019;5198;11501;299;1140;12041;Null;5717;277;111318;133;10;130935;283;27543;Null;2036;39965;4125;2791;Null;6663;8;55588;45559;Null;5273;5482;358;23;15905;164;72764;128352;261;747;7295;7;601;49;67955;388;77314;701;1892232;Null;168;Null;Null;Null;16;Null;24593;10438;10327;Null;2468;2194;1142;2119;21549;2910;47207;8286;1554;2623;15808;11904;11652;14711;1039;1058;1166;1982;Null;1616;312;1139;727;Null;234;194;910;448;645;349;523;683;796;397;1121;645;345;596;308;350;614;431;69;Null;Null;Null;Null;163;Null;11858;11012;1788;24658;30.00;118.50;243.35;Null;24.55;17.05;15219.00;25.39;438.86;154.92;168.31;Null;Null;30.14;59075.80;75545.87;1104.60;617.000;165;104;166;877;1147;2739.718;1;12;30;62;104;19;62;203;284;Null;Null
27;PÀ®§ÄgÀV;1094120;35316;40769;35113;75882;9417;25855;1131;36403;102979;76188;179167;767352;137892;905244;131;22279;20864;152;1093;1018;16610;12904;11844;8563;53768;48802;114;14865;13209;2644;2318;107553;98055;4199;204379;4886;2634;Null;9061;16;225175;261076;188;23159;25063;59;54;196138;3;505740;730915;8256;9410;3817;40968;4452;79;3526;571;7222;261;106;61002;49322;55106;Null;7888;260499;22742;14621;Null;25684;66;331500;218690;247;7415;7133;179;221;163343;42;397270;728770;3114;22944;2316;48;2849;110;13170;96;44670;235734;3025950;Null;1614;Null;Null;Null;Null;Null;116277;12421;25965;Null;2490;10305;1443;1880;32169;1260;28395;12386;488;619;53332;11744;7275;6900;1468;1146;1530;2806;Null;1911;353;1245;730;491;418;370;915;435;933;180;774;935;800;569;761;645;345;639;677;230;612;510;70;Null;Null;Null;Null;Null;Null;25926;24196;3877;53999;63.50;Null;832.00;Null;165.00;145.00;11525.00;Null;4470.00;194.00;810.00;Null;3305.00;129.00;8320.00;29958.5;378.70;102.437;105;59;85;296;440;460.358;1;52;Null;107;159;61;Null;410;471;Null;Null
28;AiÀiÁzÀVj;516088;33773;29623;27954;57577;2385;11755;737;14877;76757;4140;80897;328964;77673;406637;167;99240;91141;334;2974;2974;3042;11119;10692;5445;23323;22035;2381;2328;1841;500;454;139484;129137;49358;36450;15613;961;Null;419;6;102807;79846;65;359;44219;Null;163;28742;17;153411;256218;2338;2660;38840;4273;485;26;55;9;Null;Null;56;43744;101418;1964;Null;224659;47294;15600;2673;Null;1130;20;291376;28670;77;65;4159;3;45;11109;3;44131;335507;31435;2097;311;31;34;Null;Null;Null;33911;359919;78614;Null;1412;Null;Null;Null;Null;Null;4590;5536;12035;Null;2010;135;1875;2400;6750;Null;13184;3800;360;320;11770;8100;1340;1906;2880;1197;1016;3326;Null;1101;383;2162;672;555;372;415;915;401;667;251;632;1640;763;487;586;645;Null;Null;259;Null;734;620;96;Null;Null;Null;Null;Null;Null;50334;31901;9154;91389;2558.10;Null;158.31;Null;Null;38.55;1057.30;Null;536.90;Null;351.50;Null;Null;19.78;Null;4720.44;458.60;121.941;137;88;Null;480;568;548.095;2;52;4;15;71;103;8;32;143;Null;Null
29;gÁAiÀÄZÀÆgÀÄ;835843;18167;20563;20084;40647;10712;19816;13684;44212;190342;69651;259993;472824;89281;562105;150;123347;111512;342;789;789;9952;19288;14166;7786;28421;26571;5152;9169;8046;11563;10348;192577;171432;115246;91537;37042;2600;Null;416;Null;246841;33623;285;262;178;Null;46;155722;Null;190116;436957;1888;7651;35960;29965;584;920;909;Null;Null;Null;Null;68338;45409;375;Null;492342;99087;29454;723;Null;755;Null;622361;25571;225;Null;16;Null;73;58676;Null;84561;706922;26958;11766;979;287;173;44;Null;Null;40207;327328;26904;Null;672;Null;Null;Null;Null;Null;3762;4240;8366;Null;902;Null;1210;4764;23600;Null;16431;6156;516;672;59601;15300;5056;7672;3188;1359;670;2408;Null;1211;Null;2286;716;445;Null;62;Null;448;1028;Null;902;1932;861;407;886;225;812;Null;127;Null;628;558;96;Null;Null;Null;Null;Null;Null;66488;39289;11459;117235;10936.84;Null;221.79;Null;14.35;342.71;13596.60;Null;2005.95;Null;311.45;Null;10690.00;287.35;Null;38407.04;188.00;45.949;51;98;23;83;204;204.894;Null;5;35;82;122;69;13;418;500;Null;Null
30;PÉÆ¥1⁄4Àà À;552495;29451;42188;23465;65653;2568;17842;210;20620;22040;27010;49050;387721;72015;459736;112;41930;37736;127;40;36;1811;Null;Null;28407;92516;82552;10;250;225;Null;Null;134736;120549;50753;26275;44190;48210;Null;2757;7395;179580;11637;15725;1077;18779;336;2926;89794;478;140752;320332;9020;25652;22274;49051;1083;928;8322;542;Null;582;530;83312;27765;2094;Null;243505;45402;79917;190252;Null;5830;940;565846;7960;6010;95;1196;274;1106;30659;297;47597;613443;29982;33604;5570;688;7304;508;Null;270;77926;46366;217330;Null;6826;Null;Null;Null;Null;Null;51202;37695;18254;Null;6992;7363;7362;20743;41955;Null;74037;19940;1391;2146;236297;17935;8556;15197;3408;1312;1639;3132;Null;966;346;2523;575;462;483;76;461;260;620;260;485;1902;900;724;1361;690;686;Null;763;270;811;2131;96;Null;Null;Null;Null;Null;Null;40809;22592;10151;73552;2373.50;Null;771.00;Null;5292.00;1315.00;12396.00;Null;368.00;2.00;109.00;10.00;2081.00;363.00;Null;25080.5;554.72;181.882;122;95;53;365;513;817.800;1;19;30;41;90;20;19;289;328;Null;Null
