Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
790;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Indigenous Breed,Cattle
791;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Exotic Breed,Cattle
792;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Cross Breed,Cattle
793;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Total,Cattle
794;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Bufaloes
795;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Indigenous Breed,Sheep
796;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Exotic Breed,Sheep
797;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Cross Breed,Sheep
798;5;Fisheries;5.1;20 12 Livestock Census 2012 In Numbers;Total,Sheep
799;5;Fisheries;5.1;Livestock Census 2012;Goats
800;5;Fisheries;5.1;Livestock Census 2012;Indigenous Breed,Pigs
801;5;Fisheries;5.1;Livestock Census 2012;Exotic Breed,Pigs
802;5;Fisheries;5.1;Livestock Census 2012;Cross Breed,Pigs
803;5;Fisheries;5.1;Livestock Census 2012;Total,Pigs
804;5;Fisheries;5.1;Livestock Census 2012;Rabbits
805;5;Fisheries;5.1;Livestock Census 2012;Dogs
806;5;Fisheries;5.1;Livestock Census 2012;Others
807;5;Fisheries;5.1;Livestock Census 2012;Total Livestock
808;5;Fisheries;5.1;Livestock Census 2012;Total Poultry
809;5;Fisheries;5.1;Livestock Census 2012;% of Total Livestock to state total
810;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Veterinary Hospitals
811;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Dispensaries
812;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Primary Veterinary Centers
813;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Mobile Dispensaries
814;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Artificial Insemination Centers
815;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Others
816;5;Fisheries;5.2;Veterinary Hospitals on 31-03-2020;Total
817;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Artificially Inseminated Animals
818;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Animals Treated
819;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Production of Milk In Thousand Tonnes
820;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Production of Eggs In Lakhs
821;5;Fisheries;5.3;Artificial Insemination and Dairy Production 2019-20;Meat Production In Tonnes
822;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Fish catch In Tonnes
823;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Number,Ice Plants
824;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Capacity M.Tonnes day,Ice Plants
825;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Number,Cold storage Centres
826;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Capacity M.Tonnes day,Cold storage Centres
827;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Tanks of Panchayth Raj,No. of Fishing Tanks
828;5;Fisheries;5.4;2018-19 Fisheries 2019-20;Tanks of Minor Irrigation Department,No. of Fishing Tanks
829;5;Fisheries;5.4;Fisheries 2019-20;Full Time,No of Families involved in fishing
830;5;Fisheries;5.4;Fisheries 2019-20;Part Time,No of Families involved in fishing
831;5;Fisheries;5.4;Fisheries 2019-20;No. of Beneficiaries under Matsyashraya Yojane
832;5;Fisheries;5.4;Fisheries 2019-20;No of Fishlets In Lakhs
833;5;Fisheries;5.4;Fisheries 2019-20;No of Fish Markets
