Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
917;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;No. of Branches,Regional Rural Banks In Lakhs
918;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;No. of ATMs,Regional Rural Banks In Lakhs
919;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Regional Rural Banks In Lakhs
920;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Regional Rural Banks In Lakhs
921;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Regional Rural Banks In Lakhs
922;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Other Loans,Regional Rural Banks In Lakhs
923;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Total Loans,Regional Rural Banks In Lakhs
924;7;Banks;7.1;Bank-wise Deposits and Credits Distributed in 2019-20;Deposits,Regional Rural Banks In Lakhs
925;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of Branches,Public Sector Banks In Lakhs
926;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of ATMs,Public Sector Banks In Lakhs
927;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Public Sector Banks In Lakhs
928;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Public Sector Banks In Lakhs
929;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Public Sector Banks In Lakhs
930;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Other Loans,Public Sector Banks In Lakhs
931;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Total Loans,Public Sector Banks In Lakhs
932;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Deposits,Public Sector Banks In Lakhs
933;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of Branches,Foreign Banks In Lakhs
934;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;No. of ATMs,Foreign Banks In Lakhs
935;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Agriculture Sector Loan,Foreign Banks In Lakhs
936;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Industrial Sector Loan,Foreign Banks In Lakhs
937;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Service Sector Loan,Foreign Banks In Lakhs
938;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Other Loans,Foreign Banks In Lakhs
939;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Total Loans,Foreign Banks In Lakhs
940;7;Banks;7.2;Bankwise Deposits and Credits Distributed in 2019-20;Deposits,Foreign Banks In Lakhs
941;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;No. of Branches,Private Sector Banks In Lakhs
942;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;No. of ATMs,Private Sector Banks In Lakhs
943;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Agriculture Sector Loan,Private Sector Banks In Lakhs
944;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Industrial Sector Loan,Private Sector Banks In Lakhs
945;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Service Sector Loan,Private Sector Banks In Lakhs
946;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Other Loans,Private Sector Banks In Lakhs
947;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Total Loans,Private Sector Banks In Lakhs
948;7;Banks;7.2;Bankwise Deposits and Credits Distributed 2019-20;Deposits,Private Sector Banks In Lakhs
