10;Chikkamagaluru;7202;158;215621;60464;276085;2.07;22;275960;1137961.0;566622;571339;1.86;25;1136942;559384;577558;1.58;28;441825;445256;887081;124797;126083;250880;1137961;-0.26;-2.31;7.39;984;990;960;1008;1008;1011;2.44;105328;81183;24145;80573;59882;20691;9.26;9.15;9.62;7.09;6.81;8.03;959;960;952;969;971;963;1.04;107059;109936;216995;17957;18699;36656;253651;8.80;7.57;17.08;20.43;22.22;13.46;22.29;24.46;14.61;19411;20283;39694;2579;2697;5276;44970;9.63;7.87;26.82;3.60;4.06;1.77;3.95;4.47;2.10;131690;126974;258664;126141;130252;256393;376546;379782;756328;367293;379258;746551;58386;64583;122969;65950;68096;134046;1137961;1136990;1137961;1137771;1137599;1137447;1137316.0;1137202.0;1137111;1137038;1136986;1136953.0;1136942.0;499925;504628;1004553;88.28;50672;50563;101235;8.90;12871;13129;26000;2.28;91;91;182;0.02;67;42;109;0.01;2430;2280;4710;0.41;2;2;4;564;604;1168;0.10;566622;571339;1137961;259299;134905;394204;66956;19069;86025;326255;153974;480229;84.88;25004;48761;73765;6630;5150;11780;31634;53911;85545;15.12;157522;261590;419112;51211;101864;153075;208733;363454;572187;50.28;106924;44281;151205;3668;519;4187;110592;44800;155392;27.47;55491;64674;120165;3742;2693;6435;59233;67367;126600;22.38;4188;2569;6757;1412;704;2116;5600;3273;8873;1.57;117700;72142;189842;64764;20303;85067;182464;92445;274909;48.59;284303;183666;467969;73586;24219;97805;357889;207885;565774;49.72;121888;74711;196599;66176;21007;87183;188064;95718;283782;50.16
11;Dakshina Kannada;4861;430;223155;216578;439733;3.29;7;483661;2089649.0;1034714;1054935;3.42;8;2310853;1144246;1166607;3.21;8;536715;547302;1084017;497999;507633;1005632;2089649;10.11;-6.41;36.58;1022;1033;1005;1020;1020;1020;-0.20;208297;109995;98302;199469;84636;114833;9.97;10.15;9.78;8.63;7.57;9.63;952;947;960;947;951;942;-0.53;50313;50905;101218;23011;23949;46960;148178;12.97;3.74;41.45;6.91;8.48;4.40;7.09;9.34;4.67;32610;32854;65464;8351;8453;16804;82268;30.72;20.95;93.31;3.32;4.66;1.16;3.94;6.04;1.67;245452;232798;478250;187862;178177;366039;695462;708002;1403464;841408;856580;1697988;93800;114135;207935;114976;131850;246826;2089649;2310853;2089649;2110784;2132128;2153681;2175466.0;2197476.0;2219693;2242150;2264817;2287720.0;2310853.0;696962;706892;1403854;67.18;250215;251681;501896;24.02;81113;90285;171398;8.20;331;194;525;0.03;198;247;445;0.02;5245;5152;10397;0.50;75;63;138;575;421;996;0.05;1034714;1054935;2089649;309771;198412;508183;272727;133566;406293;582498;331978;914476;91.66;23046;32429;55475;15359;12411;27770;38405;44840;83245;8.34;203898;316461;520359;209913;361656;571569;413811;678117;1091928;52.25;21402;7018;28420;3900;1490;5390;25302;8508;33810;3.39;18330;6473;24803;3054;1417;4471;21384;7890;29274;2.93;10338;120273;130611;5811;51785;57596;16149;172058;188207;18.86;282846;97345;380191;275222;91017;366239;558068;188362;746430;74.81;332817;230841;563658;288086;145977;434063;620903;376818;997721;47.75;293085;217350;510435;281132;143070;424202;574217;360420;934637;93.68
12;Udupi;3582;329;177529;75549;253078;1.89;25;282733;1177361.0;562131;615230;1.93;23;1326053;642447;683606;1.84;24;398847;444453;843300;163284;170777;334061;1177361;5.85;5.93;5.67;1130;1151;1040;1094;1114;1046;-3.19;103160;74293;28867;101711;57706;44005;8.76;8.81;8.64;7.67;7.35;8.14;958;957;966;958;960;952;0.00;27453;28543;55996;9535;9898;19433;75429;11.43;0.73;72.29;6.09;6.23;5.47;6.41;6.64;5.82;20630;20966;41596;5598;5703;11301;52897;27.12;15.99;96.50;3.74;3.96;2.79;4.49;4.93;3.38;122399;117932;240331;139890;130792;270682;371213;410376;781589;424185;456111;880296;68519;86922;155441;78372;96703;175075;1177361;1326053;1177361;1187844;1199187;1211426;1224607.0;1238771.0;1253966;1270240;1287643;1306228.0;1326053.0;482147;527032;1009179;85.72;46775;49965;96740;8.22;30345;35493;65838;5.59;131;101;232;0.02;93;68;161;0.01;2307;2227;4534;0.39;69;86;155;264;258;522;0.05;562131;615230;1177361;220593;112978;333571;89405;36470;125875;309998;149448;459446;89.52;18874;24030;42904;6527;4364;10891;25401;28394;53795;10.48;159380;307445;466825;67352;129943;197295;226732;437388;664120;56.41;36133;23457;59590;2344;1209;3553;38477;24666;63143;12.30;29031;29833;58864;2001;2525;4526;31032;32358;63390;12.35;3992;3345;7337;1518;1725;3243;5510;5070;10580;2.06;170311;80373;250684;90069;35375;125444;260380;115748;376128;73.28;239467;137008;376475;95932;40834;136766;335399;177842;513241;43.59;174303;83718;258021;91587;37100;128687;265890;120818;386708;75.35
13;Hassan;6814;261;341634;91819;433453;3.25;8;448906;1776421.0;883667;892754;2.91;13;1848630;920061;928569;2.57;15;695583;704075;1399658;188084;188679;376763;1776421;3.18;1.22;23.66;1004;1013;964;1010;1012;1003;0.60;165637;128037;37600;140105;99380;40725;9.32;9.15;9.98;7.58;7.19;8.74;958;964;932;973;977;957;1.57;146830;151183;298013;23131;23887;47018;345031;10.68;8.20;29.53;18.11;19.44;11.91;19.42;21.29;12.48;13779;14117;27896;2207;2226;4433;32329;22.22;15.26;97.11;1.54;1.71;0.74;1.82;1.99;1.18;200942;195325;396267;209110;203265;412375;584850;584372;1169222;608624;608127;1216751;97875;113057;210932;101851;117653;219504;1776421;1848630;1776421;1782795;1789345;1796077;1802997.0;1810104.0;1817406;1824905;1832605;1840512.0;1848630.0;810950;819864;1630814;91.80;60182;59829;120011;6.76;7531;8080;15611;0.88;156;133;289;0.02;322;301;623;0.04;2933;2887;5820;0.33;1;2;3;1592;1658;3250;0.17;883667;892754;1776421;413617;214583;628200;99114;25073;124187;512731;239656;752387;83.27;38094;97240;135334;9627;6232;15859;47721;103472;151193;16.73;243872;392252;636124;79343;157374;236717;323215;549626;872841;49.13;283092;148622;431714;4529;791;5320;287621;149413;437034;48.37;60548;101257;161805;2445;1660;4105;62993;102917;165910;18.36;7174;5368;12542;2526;1058;3584;9700;6426;16126;1.78;100897;56576;157473;99241;27796;127037;200138;84372;284510;31.49;451711;311823;763534;108741;31305;140046;560452;343128;903580;50.87;108071;61944;170015;101767;28854;130621;209838;90798;300636;33.27
14;Kodagu;4102;135;121989;20727;142716;1.07;30;144041;554519;274608;279911;0.91;30;560990;274599;286391;0.78;30;234161;239370;473531;40447;40541;80988;554519;1.09;0.07;7.44;996;1003;955;1019;1022;1002;2.31;54733;46781;7952;43134;36174;6960;9.87;9.88;9.82;7.69;7.63;8.00;977;975;988;978;978;974;0.10;31359;33259;64618;4400;4566;8966;73584;9.14;8.99;10.23;12.29;12.53;10.79;13.27;13.65;11.07;27643;28655;56298;867;889;1756;58054;25.89;25.40;44.05;8.41;9.49;1.62;10.47;11.89;2.17;67771;66236;134007;67768;67769;135537;179972;182444;362416;179968;186667;366635;26865;31231;58096;26864;31954;58818;554519;560990;554519;555143;555771;556405;557044.0;557688.0;558338;558993;559653;560319.0;560990.0;221713;227273;448986;80.97;43837;43437;87274;15.74;8449;8681;17130;3.09;89;50;139;0.03;66;60;126;0.02;137;113;250;0.05;109;111;220;208;186;394;0.10;274608;279911;554519;140222;88192;228414;22197;8142;30339;162419;96334;258753;92.76;7994;9636;17630;1687;868;2555;9681;10504;20185;7.24;85945;141542;227487;16563;31531;48094;102508;173073;275581;49.70;13598;7329;20927;197;50;247;13795;7379;21174;7.59;7411;7397;14808;225;120;345;7636;7517;15153;5.43;801;468;1269;188;92;280;989;560;1549;0.56;126406;82634;209040;23274;8748;32022;149680;91382;241062;86.42;148216;97828;246044;23884;9010;32894;172100;106838;278938;50.30;127207;83102;210309;23462;8840;32302;150669;91942;242611;86.98
15;Mandya;4962;364;355271;73354;428625;3.21;9;438450;1805769.0;905085;900684;2.96;12;1850467;927498;922969;2.57;14;751243;746164;1497407;153842;154520;308362;1805769;2.38;1.11;9.07;986;990;967;995;993;1004;0.91;172685;141058;31627;145816;115805;30011;9.56;9.42;10.26;7.88;7.65;8.92;934;929;960;939;938;944;0.54;110241;111702;221943;21434;21917;43351;265294;7.31;6.90;9.47;14.02;14.02;14.01;14.69;14.82;14.06;8814;8547;17361;2496;2545;5041;22402;30.30;28.59;36.54;0.97;0.91;1.31;1.24;1.16;1.63;209784;195537;405321;208139;207143;415282;595291;589662;1184953;608373;605459;1213832;100010;115485;215495;110942;110411;221353;1805769;1850467;1805769;1810114;1814490;1818890;1823317.0;1827773.0;1832255;1836766;1841304;1845870.0;1850467.0;858789;853906;1712695;94.85;39000;38801;77801;4.31;3948;4558;8506;0.47;183;139;322;0.02;161;138;299;0.02;1814;1793;3607;0.20;63;46;109;1127;1303;2430;0.13;905085;900684;1805769;432897;176932;609829;81251;23821;105072;514148;200753;714901;82.04;51399;88437;139836;9656;7015;16671;61055;95452;156507;17.96;266947;480795;747742;62935;123684;186619;329882;604479;934361;51.74;279511;102025;381536;6529;916;7445;286040;102941;388981;44.64;96558;111299;207857;4664;3638;8302;101222;114937;216159;24.81;7838;6066;13904;1623;2307;3930;9461;8373;17834;2.05;100389;45979;146368;78091;23975;102066;178480;69954;248434;28.51;484296;265369;749665;90907;30836;121743;575203;296205;871408;48.26;108227;52045;160272;79714;26282;105996;187941;78327;266268;30.56
16;Mysuru;6307;476;406952;294016;700968;5.25;3;792117;3001127.0;1511600;1489527;4.91;3;3437914;1730738;1707176;4.78;3;887500;868214;1755714;624100;621313;1245413;3001127;13.63;5.84;26.81;964;962;967;985;978;996;2.18;305561;184028;121533;292509;159107;133402;10.18;10.48;9.76;8.51;8.56;8.45;962;967;952;961;963;959;-0.10;191232;189156;380388;78099;78156;156255;536643;14.76;9.06;31.46;17.71;21.02;12.10;17.88;21.67;12.55;128281;128800;257081;38416;39050;77466;334547;23.29;14.64;64.48;10.27;13.52;4.80;11.15;14.64;6.22;360993;347880;708873;411514;400056;811570;1003328;984472;1987800;1146004;1130991;2276995;147279;157175;304454;176105;173244;349349;3001127;3437914;3001127;3041067;3081790;3123312;3165647.0;3208821.0;3252850;3297753;3343551;3390264.0;3437914.0;1324029;1307956;2631985;87.70;146099;144450;290549;9.68;18610;20751;39361;1.31;671;584;1255;0.04;11030;5164;16194;0.54;7387;7032;14419;0.48;252;241;493;3522;3349;6871;0.25;1511600;1489527;3001127;483222;184269;667491;323809;90808;414617;807031;275077;1082108;82.34;77950;95511;173461;36822;21877;58699;114772;117388;232160;17.66;326328;588434;914762;263469;508628;772097;589797;1097062;1686859;56.21;254678;85264;339942;7694;1701;9395;262372;86965;349337;26.58;157071;139542;296613;9307;5082;14389;166378;144624;311002;23.66;9082;5818;14900;7768;5494;13262;16850;11312;28162;2.14;140341;49156;189497;335862;100408;436270;476203;149564;625767;47.61;561172;279780;840952;360631;112685;473316;921803;392465;1314268;43.79;149423;54974;204397;343630;105902;449532;493053;160876;653929;49.76
17;Chamarajanagara;5648;181;204137;40737;244874;1.83;26;257964;1020791.0;512231;508560;1.67;28;1082139;538322;543817;1.50;29;424884;420933;845817;87347;87627;174974;1020791;5.73;3.48;18.15;971;971;970;993;991;1003;2.27;100648;82603;18045;88727;69838;18889;9.86;9.77;10.31;8.20;7.98;9.14;964;965;960;953;954;951;-1.14;111886;109764;221650;19008;18787;37795;259445;9.18;6.75;26.04;24.61;25.40;20.25;25.42;26.21;21.60;47749;48685;96434;11620;12165;23785;120219;13.30;13.59;12.12;10.99;10.39;14.33;11.78;11.40;13.59;119691;113960;233651;126884;120808;247692;334699;333789;668488;354813;353849;708662;57841;60811;118652;61317;64468;125785;1020791;1082139;1020791;1026640;1032551;1038523;1044559.0;1050657.0;1056820;1063050;1069345;1075707.0;1082139.0;472644;469427;942071;92.29;23894;23316;47210;4.62;10990;11193;22183;2.17;79;57;136;0.01;2489;2383;4872;0.48;397;364;761;0.07;70;70;140;1668;1750;3418;0.36;512231;508560;1020791;227375;96156;323531;44746;13131;57877;272121;109287;381408;79.18;46072;44790;90862;6133;3290;9423;52205;48080;100285;20.82;151437;279987;431424;36468;71206;107674;187905;351193;539098;52.81;87759;22340;110099;2854;152;3006;90613;22492;113105;23.48;117668;88893;206561;5067;2675;7742;122735;91568;214303;44.49;5738;5193;10931;1368;1708;3076;7106;6901;14007;2.91;62282;24520;86802;41590;11886;53476;103872;36406;140278;29.12;273447;140946;414393;50879;16421;67300;324326;157367;481693;47.19;68020;29713;97733;42958;13594;56552;110978;43307;154285;32.03
18;Belagavi;13433;356;719233;264621;983854;7.37;2;1104621;4779661.0;2423063;2356598;7.82;2;5426096;2750361;2675735;7.54;2;1783195;1730276;3513471;639868;626322;1266190;4779661;13.41;11.45;19.60;960;963;950;973;970;979;1.35;626269;476743;149526;628990;481688;147302;13.10;13.57;11.81;11.59;12.11;10.17;921;923;915;934;936;929;1.41;220449;217056;437505;69639;70274;139913;577418;24.98;21.75;37.67;10.96;11.50;9.26;12.08;12.45;11.05;124260;125132;249392;24006;23800;47806;297198;22.08;19.38;40.74;5.78;6.64;3.04;6.22;7.10;3.78;709480;656901;1366381;802004;748774;1550778;1485097;1442171;2927268;1683459;1640026;3323485;228486;257526;486012;261235;290598;551833;4779661;5426096;4779661;4840453;4902069;4964519;5027816.0;5091974.0;5157003;5222916;5289728;5357450.0;5426096.0;2046663;1991668;4038331;84.49;267622;260790;528412;11.06;9054;9364;18418;0.39;1159;878;2037;0.04;581;505;1086;0.02;91671;86639;178310;3.73;82;67;149;6231;6687;12918;0.27;2423063;2356598;4779661;911213;416722;1327935;326797;79769;406566;1238010;496491;1734501;82.37;101162;213211;314373;33250;23544;56794;134412;236755;371167;17.63;755950;1085682;1841632;294691;537670;832361;1050641;1623352;2673993;55.95;484201;196583;680784;24983;6213;31196;509184;202796;711980;33.81;261081;342379;603460;24900;21157;46057;285981;363536;649517;30.85;24054;15725;39779;14268;6295;20563;38322;22020;60342;2.87;244039;75246;319285;294896;69648;364544;538935;144894;683829;32.48;1012375;629933;1642308;360047;103313;463360;1372422;733246;2105668;44.05;267093;90971;358064;310164;75943;386107;577257;166914;744171;35.34
19;Vijayapura;10498;207;309751;99055;408806;3.06;10;484399;2177331.0;1111022;1066309;3.56;7;2625816;1343921;1281895;3.65;7;813050;774917;1587967;297972;291392;589364;2177331;20.50;18.75;26.73;950;951;950;960;954;981;1.05;318406;239253;79153;353632;276776;76856;14.62;15.07;13.43;13.47;14.12;11.54;928;932;914;931;933;924;0.32;179485;170698;350183;46955;45635;92590;442773;32.47;30.37;43.13;18.50;19.80;13.88;20.34;22.05;15.71;15461;14850;30311;4451;4552;9003;39314;30.82;17.78;140.82;1.66;1.90;0.80;1.81;1.91;1.53;358717;333076;691793;432577;401656;834233;656036;629818;1285854;738115;729125;1467240;96269;103415;199684;156632;167708;324340;2177331;2625813;2177331;2218412;2260287;2302971;2346481.0;2390833.0;2436043;2482129;2529107;2576996.0;2625816.0;912900;873930;1786830;82.07;187716;181872;369588;16.97;1147;1286;2433;0.11;296;262;558;0.03;188;186;374;0.02;4360;4305;8665;0.40;242;257;499;4173;4211;8384;0.40;1111022;1066309;2177331;376922;211903;588825;131484;39774;171258;508406;251677;760083;81.93;50660;82242;132902;21045;13692;34737;71705;95934;167639;18.07;382083;478956;861039;148828;239742;388570;530911;718698;1249609;57.39;184455;64490;248945;10925;2347;13272;195380;66837;262217;28.26;140900;185460;326360;12684;12556;25240;153584;198016;351600;37.90;9403;7138;16541;5483;3355;8838;14886;10493;25379;2.74;96380;39014;135394;119881;33251;153132;216261;72265;288526;31.10;427582;294145;721727;152529;53466;205995;580111;347611;927722;42.61;102227;44195;146422;128920;38563;167483;231147;82758;313905;33.84
20;Bagalkot;6552;288;242690;118459;361149;2.70;14;409055;1889752.0;950111;939641;3.09;10;2169452;1090736;1078716;3.01;10;650267;641639;1291906;299844;298002;597846;1889752;14.40;10.01;24.94;980;984;970;989;987;994;0.92;271908;193893;78015;280395;191057;89338;14.39;15.01;13.05;12.93;13.73;11.48;940;945;924;935;936;931;-0.53;118054;119960;238014;40081;41054;81135;319149;27.35;22.91;42.44;15.17;16.50;11.90;16.89;18.42;13.57;40322;40498;80820;8148;8235;16383;97203;21.23;14.96;65.80;4.85;5.99;2.06;5.14;6.26;2.74;302683;284905;587588;351576;322906;674482;570701;561744;1132445;655218;644935;1300153;76727;92992;169719;88073;106744;194817;1889752;2169452;1889752;1915710;1942092;1968907;1996163.0;2023869.0;2052034;2080665;2109773;2139363.0;2169452.0;821159;813070;1634229;86.48;110826;109165;219991;11.64;1709;1724;3433;0.18;231;212;446;0.02;230;182;412;0.02;12939;12259;25198;1.33;73;93;166;2944;2936;5880;0.33;950111;939641;1889752;312009;173005;485014;143401;47992;191393;455410;220997;676407;82.68;39287;71091;110378;16878;14418;31296;56165;85509;141674;17.32;298971;397543;696514;139565;235592;375157;438536;633135;1071671;56.71;142078;45224;187302;7400;1497;8897;149478;46721;196199;23.98;115613;162789;278402;12720;12121;24841;128333;174910;303243;37.07;9734;5674;15408;18154;11235;29389;27888;16909;44797;5.48;83871;30409;114280;122005;37557;159562;205876;67966;273842;33.47;351296;244096;595392;160279;62410;222689;511575;306506;818081;43.29;93605;36083;129688;140159;48792;188951;233764;84875;318639;38.95
21;Dharwad;4260;434;160674;222026;382700;2.87;12;435608;1847023.0;937206;909817;3.02;11;2129928;1080497;1049431;2.96;11;409416;388068;797484;527790;521749;1049539;1847023;15.13;10.41;19.00;949;946;951;971;948;989;2.32;219942;101160;118782;222158;96787;125371;11.91;12.68;11.32;10.43;10.99;10.03;943;942;944;944;933;954;0.11;36366;35021;71387;52771;53697;106468;177855;34.77;30.55;37.75;8.23;7.57;8.76;9.63;8.95;10.14;25586;24503;50089;18587;18872;37459;87548;24.28;13.32;42.75;4.39;6.12;2.98;4.74;6.28;3.57;251163;237464;488627;28956;534409;563365;602758;581048;1183806;695066;670219;1365285;83285;91305;174590;96009;105269;201278;1847023;2129928;1847023;1873399;1900182;1927379;1954997.0;1983042.0;2011521;2040442;2069812;2099638.0;2129928.0;706127;683893;1390020;75.26;196002;190832;386834;20.94;14013;14734;28747;1.56;773;713;1486;0.08;378;337;715;0.04;14895;14142;29037;1.57;1410;1338;2748;3608;3828;7436;0.55;937206;909817;1847023;232906;119781;352687;267994;70267;338261;500900;190048;690948;88.04;17713;36820;54533;25163;14189;39352;42876;51009;93885;11.96;158797;231467;390264;234633;437293;671926;393430;668760;1062190;57.51;105998;41279;147277;13546;3456;17002;119544;44735;164279;20.93;80292;98613;178905;15306;13431;28737;95598;112044;207642;26.46;4147;1804;5951;6747;3765;10512;10894;5569;16463;2.10;60182;14905;75087;257558;63804;321362;317740;78709;396449;50.51;250619;156601;407220;293157;84456;377613;543776;241057;784833;42.49;64329;16709;81038;264305;67569;331874;328634;84278;412912;52.61
22;Gadag;4657;229;139782;79314;219096;1.64;28;237936;1064570.0;537147;527423;1.74;27;1167084;584911;582173;1.62;26;347585;337676;685261;189562;189747;379309;1064570;9.54;8.83;10.85;969;970;968;982;971;1001;1.34;132442;87350;45092;127271;83152;44119;12.44;12.75;11.89;10.91;11.12;10.52;952;950;955;947;946;950;-0.53;64485;63030;127515;23260;23421;46681;174196;26.77;25.71;29.76;14.14;16.11;10.51;16.36;18.61;12.31;25558;25079;50637;5417;5600;11017;61654;13.31;10.43;28.79;5.60;7.28;2.50;5.79;7.39;2.90;149697;142384;292081;160526;159723;320249;341413;329518;670931;368670;366827;735497;46037;55521;101558;55809;55529;111338;1064570;1167084;1064570;1074363;1084257;1094247;1104340.0;1114539.0;1124836;1135237;1145745;1156363.0;1167084.0;458411;449339;907750;85.27;72227;71438;143665;13.50;1653;1779;3432;0.32;135;96;231;0.02;36;43;79;0.01;3064;2929;5993;0.56;37;37;74;1584;1762;3346;0.32;537147;527423;1064570;187224;107566;294790;94863;33798;128661;282087;141364;423451;85.42;17101;34764;51865;11224;9182;20406;28325;43946;72271;14.58;143260;195346;338606;83475;146767;230242;226735;342113;568848;53.43;83640;29532;113172;11070;3199;14269;94710;32731;127441;25.71;74254;96542;170796;13660;15854;29514;87914;112396;200310;40.41;4940;2254;7194;4753;3538;8291;9693;5792;15485;3.12;41491;14002;55493;76604;20389;96993;118095;34391;152486;30.76;204325;142330;346655;106087;42980;149067;310412;185310;495722;46.57;46431;16256;62687;81357;23927;105284;127788;40183;167971;33.88
23;Haveri;4823;331;254180;76234;330414;2.47;18;363070;1597668.0;819128;778540;2.62;18;1776077;907107;868970;2.47;18;631122;596770;1227892;188006;181770;369776;1597668;11.02;8.95;18.89;944;942;948;950;946;968;0.64;195317;150354;44963;187482;143204;44278;12.23;12.24;12.16;10.56;10.58;10.48;957;959;946;946;953;921;-1.15;95956;91722;187678;16256;16042;32298;219976;25.44;23.51;38.26;12.19;13.36;7.70;13.77;15.28;8.73;64230;61317;125547;7879;7954;15833;141380;11.18;9.00;33.47;8.84;10.16;3.79;8.85;10.22;4.28;224248;212732;436980;249275;236812;486087;525586;493429;1019015;581038;551987;1133025;69294;72379;141673;80495;76471;156966;1597668;1776078;1597668;1614570;1631676;1648984;1666497.0;1684221.0;1702157;1720308;1738675;1757264.0;1776077.0;657501;624377;1281878;80.23;152531;145396;297927;18.65;1179;1227;2406;0.15;209;210;419;0.03;35;33;68;0.00;5119;4715;9834;0.62;336;366;702;2218;2216;4434;0.32;819128;778540;1597668;345321;139509;484830;93439;23682;117121;438760;163191;601951;82.45;40438;68383;108821;11533;7761;19294;51971;76144;128115;17.55;245363;388878;634241;83034;150327;233361;328397;539205;867602;54.30;157326;37731;195057;7081;917;7998;164407;38648;203055;27.81;146828;144581;291409;13307;6547;19854;160135;151128;311263;42.63;7403;4656;12059;3728;4430;8158;11131;9086;20217;2.77;74308;20937;95245;80750;19536;100286;155058;40473;195531;26.78;385759;207892;593651;104972;31443;136415;490731;239335;730066;45.70;81605;25580;107185;84584;23979;108563;166189;49559;215748;29.55
24;Uttara Kannada;10277;140;228887;95643;324530;2.43;19;342420;1437169.0;726256;710913;2.35;20;1526064;767964;758100;2.12;21;514910;503278;1018188;211346;207635;418981;1437169;6.17;5.43;8.01;971;971;969;979;977;982;0.82;150115;106741;43374;130203;89069;41134;10.45;10.48;10.35;8.53;8.30;9.09;946;947;945;955;957;950;0.95;39392;39467;78859;18449;19123;37572;116431;14.26;11.48;20.58;7.53;7.32;8.03;8.10;7.75;8.97;13976;13973;27949;3119;3171;6290;34239;43.98;47.22;31.15;1.76;1.97;1.24;2.38;2.74;1.50;178830;168380;347210;189259;179606;368865;478713;464903;943616;506553;495915;1002468;68713;77630;146343;72371;82359;154730;1437169;1526063;1437169;1445811;1454506;1463257;1472062.0;1480924.0;1489838;1498810;1507838;1516922.0;1526064.0;597955;589351;1187306;82.61;94031;93943;187974;13.08;22051;22479;44530;3.10;176;129;305;0.02;9860;2944;12804;0.89;1863;1761;3624;0.25;35;29;64;285;277;562;0.05;726256;710913;1437169;277300;93034;370334;103445;24525;127970;380745;117559;498304;81.89;38193;54778;92971;11627;5624;17251;49820;60402;110222;18.11;199417;355466;554883;96274;177486;273760;295691;532952;828643;57.66;77318;29771;107089;3573;919;4492;80891;30690;111581;18.34;57779;53057;110836;3523;1977;5500;61302;55034;116336;19.12;4039;1531;5570;3094;828;3922;7133;2359;9492;1.56;176357;63453;239810;104882;26425;131307;281239;89878;371117;60.99;315493;147812;463305;115072;30149;145221;430565;177961;608526;42.34;180396;64984;245380;107976;27253;135229;288372;92237;380609;62.55
25;Ballari;9896;278;330971;216708;547679;4.10;5;662188;2754598.0;1391243;1363355;4.51;4;3380240;1707231;1673009;4.70;4;868970;846551;1715521;522273;516804;1039077;2754598;19.98;15.52;29.18;966;973;957;980;976;987;1.45;383706;246054;137652;374763;224761;150002;13.93;14.34;13.25;11.09;11.14;11.01;947;953;934;960;957;966;1.37;210282;207727;418009;86193;87497;173690;591699;37.09;34.19;45.89;18.91;20.91;14.00;21.48;24.37;16.72;184442;182184;366626;66726;68362;135088;501714;23.06;18.54;39.20;18.00;20.45;12.00;18.21;21.37;13.00;380995;365155;746150;525099;503268;1028366;773567;749321;1522888;1066153;1032737;2098890;82392;101165;183557;113555;139429;252984;2452595;3380240;2754598;2810869;2868446;2927357;2987644.0;3049338.0;3112476;3177095;3243235;3310936.0;3380240.0;1199908;1175383;2375291;86.23;176269;172623;348892;12.67;6923;7247;14170;0.51;575;484;1059;0.04;150;156;306;0.01;4401;4191;8592;0.31;118;122;240;2899;3149;6048;0.23;1391243;1363355;2754598;452347;291031;743378;268169;83089;351258;720516;374120;1094636;86.16;49825;84124;133949;23468;18428;41896;73293;102552;175845;13.84;366798;471396;838194;230636;415287;645923;597434;886683;1484117;53.88;200848;83134;283982;15541;3952;19493;216389;87086;303475;23.89;178279;240312;418591;26375;26795;53170;204654;267107;471761;37.13;8631;7695;16326;7351;6274;13625;15982;13969;29951;2.36;114414;44014;158428;242370;64496;306866;356784;108510;465294;36.62;502172;375155;877327;291637;101517;393154;793809;476672;1270481;46.12;123045;51709;174754;249721;70770;320491;372766;122479;495245;38.98
26;Bidar;5448;313;239979;79958;319937;2.40;20;359199;1703300.0;870665;832635;2.79;15;1935760;989517;946243;2.69;12;651250;626098;1277348;219415;206537;425952;1703300;13.37;10.35;23.50;949;956;923;956;961;941;0.74;224442;168796;55646;209023;152959;56064;13.18;13.21;13.06;10.80;10.91;10.50;941;948;921;942;949;923;0.11;168884;161535;330419;35396;33970;69366;399785;33.79;28.11;69.59;23.47;25.87;16.28;23.47;25.87;16.28;109197;105562;214759;10590;10473;21063;235822;29.42;26.23;74.22;13.85;16.81;4.94;13.85;16.81;4.94;268922;255088;524010;305623;289902;595525;519557;485296;1004853;590464;551528;1141992;82186;92251;174437;93402;104841;198243;1703300;1935760;1703300;1725040;1747089;1769484;1792199.0;1815251.0;1838645;1863387;1886482;1910939.0;1935760.0;658203;631506;1289709;75.72;172988;162196;335184;19.68;17861;17577;35438;2.08;594;551;1145;0.07;15510;14943;30453;1.79;341;339;680;0.04;244;277;521;4924;5246;10170;0.62;870665;832635;1703300;293463;144463;437926;90967;22870;113837;384430;167333;551763;78.53;60320;68053;128373;14300;8172;22472;74620;76225;150845;21.47;297467;413582;711049;114148;175495;289643;411615;589077;1000692;58.75;99169;38399;137568;2943;798;3741;102112;39197;141309;20.11;134015;134654;268669;6503;4919;11422;140518;139573;280091;39.86;8181;5105;13286;2997;1812;4809;11178;6917;18095;2.58;112418;34358;146776;92824;23520;116344;205242;57878;263120;37.45;353783;212516;566299;105267;31042;136309;459050;243558;702608;41.25;120599;39463;160062;95821;25325;121146;216420;64788;281208;40.02
